lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01000478,23.721,0.134,0.064,21.904,-1.069,45.058,38.057,488,2562.0,190.48,5.254783364524308,51.54020687090164,-0.29410232172131145
E01000479,15.83,0.106,0.07,7.354,-1.14,34.914,24.661,267,1744.0,153.1,5.03760174232607,51.56960929962547,-0.2694691235955056
E01000480,11.775,0.072,0.045,3.875,-1.037,29.622,24.978,332,1652.0,200.97,5.308119171520297,51.568180569277104,-0.2795438373493976
E01000481,27.74,0.169,0.117,6.912,-0.519,54.349,30.802,342,1615.0,211.76,5.360164769874117,51.56799688011696,-0.2738999444444445
E01000483,33.513,0.233,0.144,21.164,-0.053,45.991,24.973,1085,1794.0,604.79,6.406533391358841,51.56386494930875,-0.26391106267281106
E01000484,38.614,0.264,0.178,22.619,-0.188,56.541,28.134,251,1778.0,141.17,4.957023524647607,51.578145103585655,-0.28614365737051795
E01000485,29.651,0.205,0.1,17.394,0.589,45.94,15.022,229,1569.0,145.95,4.990092392864926,51.578485956331875,-0.29025820960698695
E01000486,15.555,0.086,0.057,7.505,-1.159,40.994,18.492,238,1682.0,141.5,4.959341999708705,51.573125445378146,-0.2853809789915966
E01000487,17.634,0.123,0.068,7.192,-0.782,40.432,21.233,483,1902.0,253.94,5.541028223354775,51.571389443064184,-0.289293149068323
E01000488,24.308,0.134,0.081,14.776,-0.517,44.202,26.912,157,1622.0,96.79,4.5828223223241835,51.543991713375796,-0.229880025477707
E01000489,23.257,0.173,0.081,5.678,-0.207,32.497,27.71,484,1698.0,285.04,5.656131661180195,51.54325733264463,-0.2228382768595041
E01000490,24.206,0.13,0.083,10.234,-0.308,41.181,29.383,1279,1751.0,730.44,6.595015193856171,51.54526284675528,-0.2046834268960125
E01000491,21.226,0.133,0.089,9.526,-0.438,39.773,22.605,560,2051.0,273.04,5.613274081134699,51.5416502625,-0.21358159107142857
E01000492,13.405,0.085,0.055,2.874,-0.789,29.816,28.893,207,1282.0,161.47,5.090493369341659,51.54150789371981,-0.2249657729468599
E01000493,12.31,0.083,0.058,3.441,-0.839,26.481,29.578,240,1543.0,155.54,5.053311568376692,51.53800493333333,-0.22621159583333333
E01000494,19.535,0.142,0.071,4.003,-0.257,41.963,21.981,390,1769.0,220.46,5.400241986269962,51.5457881974359,-0.2151768205128205
E01000495,32.579,0.213,0.123,9.041,0.32,45.352,24.258,777,1564.0,496.8,6.210198389933492,51.54612885070785,-0.20698014028314027
E01000497,23.67,0.161,0.106,13.47,-0.353,38.841,20.737,594,2075.0,286.27,5.660422540066636,51.56492289057239,-0.22741233670033673
E01000498,32.538,0.187,0.112,32.814,-0.357,46.349,30.555,294,1692.0,173.76,5.163413604083235,51.567025697278915,-0.240123806122449
E01000499,27.131,0.188,0.095,24.338,-0.377,41.652,27.8,998,1885.0,529.44,6.273706850809399,51.56722475551102,-0.23425405210420844
E01000501,35.651,0.255,0.159,16.423,-0.118,48.748,21.398,550,2021.0,272.14,5.609984484250279,51.56285297090909,-0.23461846
E01000502,28.682,0.221,0.123,12.641,-0.496,41.031,21.734,505,1864.0,270.92,5.605507905387861,51.561546023762375,-0.24027610495049506
E01000503,28.578,0.166,0.129,14.319,-0.478,44.218,24.95,606,2052.0,295.32,5.691439951457815,51.56091846534654,-0.22906213861386138
E01000504,21.374,0.12,0.094,8.118,-0.164,39.522,26.783,764,1778.0,429.7,6.065411792060065,51.55078399214659,-0.22387888481675391
E01000505,20.325,0.135,0.081,10.765,-0.756,42.184,20.222,368,1661.0,221.55,5.4051517954618635,51.55206795380435,-0.23032420380434782
E01000506,30.431,0.186,0.108,24.496,-0.228,43.755,39.711,736,1645.0,447.42,6.105730293236325,51.552431883152174,-0.24550619836956522
E01000507,22.007,0.148,0.088,10.174,-0.748,41.377,20.392,478,1617.0,295.61,5.692418144577151,51.55381623221758,-0.23427234728033472
E01000508,37.833,0.245,0.174,30.342,-0.275,45.936,29.572,1412,2580.0,547.29,6.306804344052914,51.548682571529746,-0.24772611827195468
E01000509,34.158,0.171,0.112,29.7,-0.265,41.197,33.741,799,1444.0,553.32,6.317742137319126,51.56180210137672,-0.2506152052565707
E01000510,30.111,0.17,0.092,19.895,-0.827,42.445,34.818,929,1617.0,574.52,6.355273979947314,51.55936277179763,-0.24879809687836382
E01000511,31.007,0.16,0.099,16.599,-0.148,43.828,40.547,373,1804.0,206.76,5.336383567354493,51.55678690080429,-0.24689980697050937
E01000512,18.91,0.105,0.056,5.32,-0.642,38.412,37.022,401,1697.0,236.3,5.4693251634417175,51.554386508728186,-0.24060834413965088
E01000513,15.506,0.099,0.041,16.48,-0.798,33.44,31.8,269,1617.0,166.36,5.120147180876558,51.58517498513012,-0.2527584646840149
E01000514,14.626,0.083,0.048,8.404,-0.832,39.568,25.027,211,1510.0,139.74,4.946914216538403,51.58457106161138,-0.25989795260663506
E01000515,27.517,0.174,0.097,16.035,-0.487,48.772,20.381,497,1839.0,270.26,5.6030777705345685,51.583953201207244,-0.2675329637826962
E01000516,19.417,0.106,0.068,15.766,-0.542,36.466,31.57,435,2209.0,196.92,5.287862908644177,51.589406370114936,-0.2565427816091954
E01000517,13.553,0.066,0.032,7.125,-1.154,33.35,27.484,947,1590.0,595.6,6.391246872080648,51.58476279619852,-0.2770121879619852
E01000518,25.937,0.154,0.091,14.169,-0.322,44.541,26.451,435,1904.0,228.47,5.435772302001884,51.58084024137931,-0.26215312183908046
E01000519,20.361,0.139,0.074,9.795,-0.534,42.652,20.86,340,1932.0,175.98,5.176036731839204,51.57665454411765,-0.26438736764705884
E01000520,20.597,0.113,0.074,13.058,-0.305,42.353,22.902,358,1630.0,219.63,5.396487090320281,51.587443108938544,-0.26342908379888264
E01000521,53.09,0.318,0.231,31.536,0.288,50.192,45.317,1185,2301.0,514.99,6.24608738544881,51.5402379907173,-0.2536148725738397
E01000522,31.433,0.216,0.13,21.356,-0.268,48.436,26.233,700,2046.0,342.13,5.838109384106623,51.54189138857143,-0.2454061185714286
E01000523,31.722,0.181,0.117,35.891,-0.516,36.516,37.672,1202,2295.0,523.75,6.262921958700742,51.539513449251245,-0.24969756905158072
E01000524,44.228,0.274,0.192,30.782,0.079,39.809,39.002,2695,2385.0,1129.98,7.030839792493807,51.53662790426716,-0.24815771651205937
E01000525,33.636,0.216,0.14,25.254,-0.32,37.901,32.613,812,1847.0,439.63,6.088205521019881,51.53542085591133,-0.25149042857142856
E01000526,42.123,0.299,0.206,23.043,0.085,46.846,21.138,979,2182.0,448.67,6.108513980410614,51.546625534218585,-0.2511726414708887
E01000527,34.204,0.185,0.15,26.326,-0.035,43.218,33.063,697,1894.0,368.0,5.910796644040527,51.543451776183645,-0.24947168579626974
E01000528,46.028,0.293,0.208,19.59,0.166,50.876,31.242,623,1676.0,371.72,5.920827467508541,51.543418282504014,-0.2539713547351525
E01000530,15.596,0.097,0.075,4.278,-0.713,28.374,31.865,239,1771.0,134.95,4.9122871710784795,51.5353659707113,-0.23097426359832637
E01000531,25.279,0.18,0.112,10.55,-0.273,38.682,33.291,746,1767.0,422.18,6.047797620448143,51.53180775201072,-0.2313570348525469
E01000532,22.1,0.119,0.088,14.257,-0.442,43.475,29.998,697,1512.0,460.98,6.1355216001014075,51.53155598852224,-0.226474981348637
E01000533,38.611,0.231,0.162,23.619,0.235,39.707,35.33,896,2267.0,395.24,5.982020088279982,51.537752455357136,-0.24245879799107145
E01000534,19.424,0.12,0.085,7.846,-0.282,32.896,30.705,256,1723.0,148.58,5.007831366763521,51.53655753515625,-0.235169125
E01000535,29.612,0.152,0.103,13.27,-0.18,35.514,51.473,714,2046.0,348.97,5.857847436524066,51.53476435994397,-0.23900049859943978
E01000536,11.259,0.08,0.052,2.175,-1.443,33.244,19.343,755,1573.0,479.97,6.175804898098298,51.582369850331126,-0.31337466887417215
E01000538,9.585,0.067,0.038,2.006,-1.197,30.649,25.276,190,1609.0,118.09,4.779879509779905,51.58035093157895,-0.3007672947368421
E01000539,9.401,0.058,0.037,2.877,-0.951,32.597,21.587,263,1663.0,158.15,5.069847153728102,51.57749319771863,-0.2953416692015209
E01000540,10.46,0.07,0.058,2.461,-0.93,30.557,18.935,194,1459.0,132.97,4.8976158942888945,51.57804548969072,-0.30812005670103093
E01000541,14.775,0.103,0.042,4.56,-0.789,41.32,22.356,492,1429.0,344.3,5.844413604395947,51.58577595325203,-0.3026154146341464
E01000543,21.407,0.13,0.075,9.764,-0.412,40.929,26.136,273,1655.0,164.95,5.1116865381659835,51.58389102564102,-0.28345167399267396
E01000544,33.576,0.248,0.156,11.462,0.165,42.279,29.337,754,1604.0,470.07,6.155006702931103,51.52948512864721,-0.19680656100795754
E01000545,30.368,0.169,0.106,11.695,-0.182,39.388,39.175,1904,1925.0,989.09,6.897795848087564,51.5430921407563,-0.20042537079831935
E01000546,22.321,0.145,0.104,7.703,-0.559,37.555,26.34,604,1584.0,381.31,5.946231797828224,51.541482190397346,-0.20312288410596027
E01000547,22.673,0.144,0.083,9.603,-0.11,36.843,30.272,709,1648.0,430.22,6.066618400708406,51.54033872778562,-0.19992882369534556
E01000548,32.72,0.203,0.115,9.389,0.123,43.175,31.415,2305,1880.0,1226.06,7.112376343270858,51.53909966724512,-0.19504569327548807
E01000549,17.113,0.11,0.081,4.256,-0.691,32.705,31.185,594,1701.0,349.21,5.858532974555427,51.53804881313131,-0.199809367003367
E01000550,34.612,0.239,0.156,13.537,0.146,33.062,31.66,1796,2122.0,846.37,6.742137435158416,51.53573061971047,-0.1930114977728285
E01000551,41.111,0.322,0.213,19.577,-0.018,40.585,24.564,811,2767.0,293.1,5.68391984555995,51.53366616029593,-0.20054455856966708
E01000552,43.404,0.313,0.189,24.252,0.013,42.316,46.328,618,1413.0,437.37,6.083063302635387,51.531825629449834,-0.19489842880258898
E01000553,29.062,0.158,0.109,16.445,0.154,43.593,32.336,826,2024.0,408.1,6.013959624935353,51.558669198547214,-0.21961610169491527
E01000554,21.039,0.145,0.087,15.32,-0.452,36.707,27.362,534,1980.0,269.7,5.601011196620256,51.559207479400754,-0.2234177172284644
E01000555,15.947,0.097,0.059,5.356,-0.992,35.161,27.52,396,1590.0,249.06,5.521700889066854,51.554944143939395,-0.22477239646464645
E01000556,32.007,0.165,0.096,16.061,-0.228,43.394,46.48,1238,2034.0,608.65,6.412885022006273,51.5553548812601,-0.21543512843295637
E01000557,23.465,0.14,0.099,7.319,0.126,38.33,26.954,206,1886.0,109.23,4.702569091975224,51.554297737864076,-0.22023788349514561
E01000558,26.806,0.149,0.121,6.653,-0.225,37.942,27.73,464,1364.0,340.18,5.832410197252374,51.552588051724136,-0.2125657823275862
E01000559,22.118,0.145,0.085,5.836,-0.033,37.806,28.022,632,1359.0,465.05,6.144292924507166,51.550823023734175,-0.22092544620253166
E01000560,19.077,0.102,0.082,6.317,-0.556,37.942,27.141,387,1513.0,255.78,5.548219687162938,51.5499448630491,-0.21528295865633074
E01000561,24.708,0.154,0.108,4.909,-0.029,40.958,22.412,939,1817.0,516.79,6.24956975465509,51.54870599680511,-0.20685361661341853
E01000562,10.862,0.091,0.047,3.426,-1.319,30.915,19.805,138,1475.0,93.56,4.549234553657788,51.566286884057966,-0.3247637463768116
E01000563,9.588,0.061,0.045,1.953,-0.847,25.352,21.523,282,1531.0,184.19,5.221382325073914,51.565943663120564,-0.3200982163120567
E01000564,17.31,0.111,0.061,11.194,-0.954,45.117,21.453,417,1635.0,255.05,5.54537273790856,51.5631894940048,-0.30830714148681054
E01000565,23.892,0.182,0.109,13.906,-0.428,38.353,20.612,162,1553.0,104.31,4.656908381392506,51.560917283950616,-0.32032085185185183
E01000566,14.793,0.084,0.046,9.367,-0.596,40.712,22.288,125,1542.0,81.06,4.40745068701404,51.56619653599999,-0.310630888
E01000567,18.175,0.124,0.072,7.053,-0.438,38.417,21.54,216,1476.0,146.34,4.9927428412546675,51.56076990277778,-0.3249181203703704
E01000568,14.257,0.034,0.021,3.604,-0.584,69.884,21.768,1799,2285.0,787.31,6.669891413511217,51.57607468093386,-0.3176631122846026
E01000569,9.462,0.078,0.032,3.771,-1.035,30.919,16.742,168,1432.0,117.32,4.773392818402544,51.56943417857143,-0.31299297023809525
E01000570,24.088,0.121,0.094,15.966,-0.581,52.435,20.912,259,1517.0,170.73,5.145923475995771,51.56010152895753,-0.2998870733590734
E01000571,22.247,0.128,0.095,9.079,-0.566,35.957,27.757,502,1795.0,279.67,5.637179601988253,51.559879752988046,-0.2951090298804781
E01000572,12.26,0.093,0.043,6.295,-1.141,38.957,16.933,156,1472.0,105.98,4.672641901103104,51.574536711538464,-0.3082621923076923
E01000573,13.432,0.098,0.045,6.149,-0.817,33.536,22.652,187,1731.0,108.03,4.69162307371829,51.571578935828875,-0.2992069625668449
E01000574,10.723,0.066,0.041,6.572,-1.045,34.711,21.892,224,1670.0,134.13,4.9062372780499945,51.570029857142856,-0.3046084732142857
E01000575,17.369,0.081,0.043,8.469,-1.135,44.296,34.881,727,2127.0,341.8,5.837147186723625,51.5695604264099,-0.29561868913342504
E01000576,16.509,0.099,0.066,7.746,-0.96,35.147,25.567,378,1856.0,203.66,5.321350065658609,51.56617716402116,-0.28822284656084657
E01000577,32.606,0.224,0.132,17.573,-0.533,59.548,33.745,569,2466.0,230.74,5.445616053568917,51.5640535202109,-0.3002236432337434
E01000578,28.89,0.183,0.128,11.311,-0.298,43.665,23.6,778,2299.0,338.41,5.827208816125654,51.563390424164524,-0.2838709151670951
E01000579,28.906,0.17,0.12,6.955,-0.045,41.854,43.379,212,1547.0,137.04,4.927543498229802,51.530016141509435,-0.21987828301886791
E01000580,20.094,0.136,0.089,4.666,-0.821,27.207,28.869,1152,2043.0,563.88,6.336613319208092,51.537874984375,-0.20713803211805554
E01000581,15.538,0.106,0.061,3.439,-1.221,28.795,34.94,358,1440.0,248.61,5.519899699795292,51.53706079050279,-0.21890353351955305
E01000582,14.317,0.087,0.051,3.994,-0.905,26.848,38.378,272,1759.0,154.63,5.047481395216918,51.534656485294114,-0.21420804411764707
E01000583,21.296,0.105,0.091,3.402,-0.619,36.034,41.447,816,1951.0,418.25,6.038467400703318,51.53475626102941,-0.20472590441176472
E01000584,14.526,0.094,0.071,6.488,-0.609,27.385,30.054,170,1529.0,111.18,4.7201047240801906,51.535156717647055,-0.22337904705882353
E01000585,14.234,0.1,0.056,4.685,-0.48,31.395,25.499,236,1490.0,158.39,5.071354029130961,51.53255706355932,-0.22254617372881355
E01000586,21.525,0.125,0.089,8.761,-0.711,40.41,32.814,1482,2385.0,621.38,6.433550838671792,51.53147738731444,-0.217382169365722
E01000587,15.01,0.108,0.052,15.894,-0.728,33.444,21.483,313,1620.0,193.21,5.2689400478373605,51.594588095846646,-0.2680525654952077
E01000589,19.307,0.114,0.077,15.004,-0.63,41.04,19.86,985,2665.0,369.61,5.91515029675759,51.5914776680203,-0.2835369969543147
E01000590,18.959,0.136,0.083,7.512,-0.143,33.881,22.44,212,1958.0,108.27,4.693821883582654,51.591061391509434,-0.2692051650943396
E01000591,20.6,0.096,0.058,12.307,-0.636,44.99,28.871,1264,2198.0,575.07,6.356229181089767,51.58587563607595,-0.2793963053797468
E01000592,20.65,0.124,0.076,11.714,-0.256,37.93,20.575,465,1830.0,254.1,5.541655625147766,51.59838849247312,-0.26797439139784945
E01000593,19.632,0.143,0.077,10.562,-0.694,42.723,18.314,332,2063.0,160.93,5.08716414308538,51.59641465963856,-0.27471411746987956
E01000594,17.074,0.106,0.041,10.621,-1.337,43.908,28.302,803,1871.0,429.18,6.064203725748287,51.5944700249066,-0.2838829439601494
E01000595,45.345,0.243,0.19,34.907,0.61,54.659,34.449,558,1808.0,308.63,5.735378036245952,51.54413417025089,-0.2588104677419355
E01000596,46.524,0.274,0.186,34.635,0.061,58.742,34.228,531,1781.0,298.15,5.700945119836041,51.546394717514126,-0.2619863314500942
E01000599,51.401,0.338,0.217,17.349,0.657,51.216,36.679,552,1880.0,293.62,5.685686390386793,51.53966451811594,-0.2601996268115942
E01000601,57.244,0.358,0.226,36.348,0.776,55.161,20.264,2515,1380.0,1316.1433999999997,7.183220579642747,51.55318531888668,-0.2571594628230617
E01000602,39.756,0.253,0.176,24.138,-0.315,66.566,21.626,527,1452.0,362.95,5.897016495564267,51.5515324231499,-0.2636408140417457
E01000603,39.051,0.27,0.169,23.961,-0.266,51.421,28.077,452,1424.0,317.42,5.763371266067859,51.55089300663717,-0.2584032389380531
E01000604,43.13,0.289,0.184,24.845,0.105,70.456,23.041,275,1705.0,161.29,5.089384858327791,51.548538854545455,-0.2670999490909091
E01000605,45.54,0.273,0.195,30.801,0.029,55.891,30.084,406,1689.0,240.38,5.486372455189752,51.54474668226601,-0.2675473078817734
E01000606,19.696,0.12,0.075,10.674,-0.866,39.94,31.067,303,1860.0,162.9,5.099256485749784,51.55831493729373,-0.33050413201320133
E01000607,18.814,0.112,0.061,9.265,-0.96,50.107,21.347,405,2553.0,158.64,5.072921280180533,51.55576465432098,-0.31269588395061726
E01000608,22.141,0.127,0.058,9.761,-0.507,47.001,32.48,996,2349.0,424.01,6.05211269805937,51.557244794176704,-0.31659526807228916
E01000609,20.99,0.121,0.065,13.937,-0.63,46.667,24.47,475,2099.0,226.3,5.426270730858498,51.555781063157895,-0.32147340842105265
E01000610,24.925,0.137,0.085,15.061,-0.405,51.266,18.451,518,2264.0,228.8,5.437209365414655,51.555364818532816,-0.30543981274131277
E01000611,24.049,0.127,0.086,13.391,-0.129,46.422,29.429,274,1938.0,141.38,4.958499539675727,51.552410116788316,-0.31716187226277376
E01000612,22.985,0.162,0.071,11.485,-0.242,46.196,20.808,276,1713.0,161.12,5.088336801760108,51.55064563768116,-0.31123540579710146
E01000613,25.258,0.154,0.09,12.281,-0.514,56.826,26.918,385,1730.0,222.54,5.409590368957465,51.56116814025974,-0.3053909090909091
E01000615,19.767,0.102,0.058,12.751,-0.673,57.715,16.659,1342,3966.0,338.38,5.82712042354468,51.5588783837556,-0.27460211028315945
E01000616,21.621,0.107,0.068,10.26,-0.738,45.892,34.433,431,1960.0,219.9,5.397710110426072,51.556664278422275,-0.2895160487238979
E01000617,24.108,0.128,0.075,14.295,-0.412,42.688,26.46,741,2547.0,290.93,5.676514047502008,51.55279319703104,-0.2829178326585695
E01000618,21.83,0.137,0.089,17.419,-0.624,40.421,23.342,357,1722.0,207.32,5.339075359020204,51.550111434173665,-0.27553821848739496
E01000619,19.435,0.137,0.073,16.369,-0.606,39.898,17.313,285,1680.0,169.64,5.139556074163095,51.551127578947366,-0.2710915122807017
E01000620,20.903,0.118,0.075,18.942,-1.104,43.829,31.5,408,1918.0,212.72,5.36466674708957,51.547277541666666,-0.28019151715686275
E01000621,25.172,0.128,0.072,20.958,0.284,46.168,33.803,525,1787.0,293.79,5.686263238437263,51.54631998095238,-0.27411044952380953
E01000622,30.14,0.14,0.079,22.624,-0.275,59.308,33.702,446,1900.0,234.74,5.462729502798424,51.56526291479821,-0.2563977600896861
E01000623,16.12,0.1,0.054,12.394,-0.628,36.046,31.752,504,1863.0,270.53,5.604072630507189,51.57312330952381,-0.2635594464285715
E01000624,18.739,0.128,0.072,16.229,-0.668,39.864,21.486,231,1758.0,131.4,4.885827643502908,51.57326492640692,-0.2562667316017316
E01000625,22.448,0.142,0.076,14.864,-0.563,47.781,21.969,302,1666.0,181.27,5.205489104236842,51.567865347682115,-0.2624752516556291
E01000626,43.498,0.273,0.167,29.765,0.242,54.369,21.916,509,1510.0,337.09,5.82331213222822,51.5631849194499,-0.2592891650294695
E01000627,39.15,0.2,0.129,28.942,-0.136,53.257,40.599,1006,2050.0,490.73,6.197929785369379,51.56107907852883,-0.2562795864811133
E01000628,33.655,0.183,0.121,22.309,-0.024,48.899,36.536,812,1798.0,451.61,6.115030827520092,51.55665745320197,-0.2510442524630542
E01000629,15.786,0.086,0.06,19.783,-0.782,34.59,22.764,294,1967.0,149.47,5.013763728770787,51.57521885714286,-0.25967632312925165
E01000630,28.674,0.154,0.108,17.187,-0.39,51.409,22.336,1287,2751.0,467.83,6.1502402293893885,51.55123110800311,-0.2960253783993784
E01000631,16.862,0.094,0.046,15.943,-1.244,41.858,29.444,857,2051.0,417.84,6.0374889854192615,51.55046479229872,-0.30440697899649943
E01000632,18.641,0.096,0.05,27.807,-1.292,39.775,31.303,1057,2552.0,414.18,6.028712161134648,51.543398180700095,-0.29853321665089877
E01000633,24.495,0.125,0.054,26.372,-0.686,48.212,30.989,948,2531.0,374.56,5.928418245390347,51.551012146624466,-0.29845894198312234
E01000634,21.854,0.128,0.065,15.014,-0.608,54.914,19.941,812,2571.0,315.83,5.758365352426493,51.55390639162562,-0.30077803201970443
E01000636,18.16,0.097,0.058,18.776,-1.204,38.624,35.531,1022,2855.0,357.97,5.883238819536881,51.55293625146771,-0.2878696252446184
E01000637,23.342,0.152,0.102,16.145,-0.319,34.65,32.484,375,1473.0,254.58,5.543535472180557,51.54929624,-0.23206630933333333
E01000638,28.948,0.167,0.094,20.905,-0.201,40.449,39.281,819,2131.0,384.33,5.954100110007766,51.54967951037851,-0.23927384615384617
E01000639,22.065,0.129,0.07,11.402,-0.816,40.339,31.439,521,1754.0,297.04,5.697227705685527,51.54878236660268,-0.2285775067178503
E01000640,26.984,0.173,0.095,21.772,-0.596,41.478,39.686,1537,2225.0,690.79,6.539282441353783,51.5478314606376,-0.23724861093038388
E01000641,30.752,0.196,0.122,21.339,0.042,37.477,32.447,830,2015.0,411.91,6.0232296515379815,51.55096236746988,-0.23838835542168674
E01000642,27.298,0.177,0.101,11.851,-0.32,42.792,39.438,1648,2189.0,752.86,6.625206674375388,51.54764289199029,-0.22440516383495146
E01000643,51.118,0.317,0.23,20.506,0.846,47.559,32.225,1279,2198.0,581.89,6.367998489303041,51.543269808444094,-0.2359372197028929
E01000644,24.997,0.171,0.099,9.296,-0.188,38.539,33.885,955,1883.0,507.17,6.2308160372664005,51.54645654554974,-0.23094474031413612
E01000645,4.426,0.011,0.01,0.534,-1.934,27.338,13.543,203,1444.0,140.58,4.9528649283460435,51.407999522167486,0.045803364532019705
E01000646,8.685,0.068,0.053,2.155,-1.214,23.385,19.837,285,1835.0,155.31,5.0518412149073795,51.40663300701754,0.02954973333333333
E01000647,6.901,0.054,0.035,5.188,-1.147,20.155,20.024,253,1639.0,154.36,5.045745004543015,51.40407492094862,0.033132561264822134
E01000648,6.434,0.052,0.042,3.883,-1.422,22.345,19.042,308,1914.0,160.92,5.087102386099101,51.40087079545455,0.036181311688311686
E01000649,9.063,0.068,0.05,2.027,-1.165,31.581,10.864,234,2087.0,112.12,4.728449202148263,51.40213948717949,0.05560486324786325
E01000650,11.657,0.073,0.056,1.192,-0.916,38.129,10.628,245,1789.0,136.95,4.926891300663295,51.396145159183675,0.05117529795918367
E01000651,9.788,0.069,0.041,2.014,-1.152,36.719,17.403,257,1722.0,149.25,5.012300573415317,51.396576961089494,0.04241268093385214
E01000652,6.271,0.037,0.029,3.905,-1.415,25.694,14.014,186,1700.0,109.41,4.704200709451046,51.39200440860215,0.04857383333333334
E01000653,9.788,0.048,0.057,3.599,-0.593,34.803,11.051,179,1563.0,114.52,4.749443675144516,51.41080503351955,0.037426715083798884
E01000654,7.92,0.049,0.038,18.375,-1.028,25.516,8.279,256,1247.0,205.29,5.329282945804916,51.30719671484375,0.02907623046875
E01000655,10.106,0.047,0.037,18.763,-1.195,35.794,6.358,357,1309.0,272.73,5.612142219101015,51.3073290952381,0.02322922969187675
E01000656,6.82,0.046,0.04,13.805,-1.334,16.67,9.626,278,1507.0,184.47,5.222893143901196,51.317752179856114,0.02693360431654676
E01000657,12.177,0.096,0.066,14.077,-0.518,20.033,8.588,471,1589.0,296.41,5.69511165820857,51.31394660721868,0.033224299363057326
E01000658,6.924,0.048,0.048,12.964,-0.832,20.191,7.496,302,1326.0,227.75,5.432629704155631,51.31499301986755,0.03675627814569536
E01000659,7.687,0.05,0.046,13.743,-1.119,24.16,5.45,165,1390.0,118.71,4.785072151263279,51.31069380606061,0.025426151515151516
E01000661,37.586,0.256,0.146,31.712,0.197,47.291,15.091,1126,2817.0,399.72,5.9932629290493615,51.385281572824155,0.04130432326820604
E01000662,18.168,0.118,0.084,16.778,-0.266,31.464,15.422,501,1838.0,272.58,5.6115940836612985,51.38881710978044,0.05066449500998004
E01000663,17.592,0.125,0.091,12.477,-0.515,34.357,11.762,299,1742.0,171.64,5.151208501509824,51.384629,0.05910646822742474
E01000664,19.015,0.1,0.073,15.782,-0.486,42.084,12.081,359,1627.0,220.65,5.401099561191063,51.380753100278554,0.05336873259052925
E01000665,11.279,0.066,0.064,11.57,-1.19,30.146,13.303,334,1859.0,179.67,5.196672162785836,51.3754559760479,0.04411661377245509
E01000666,5.577,0.03,0.03,6.052,-1.966,29.012,8.901,389,1910.0,203.66,5.321350065658609,51.36257371979434,0.035261331619537276
E01000667,6.865,0.029,0.035,5.326,-1.554,32.898,11.787,222,1656.0,134.06,4.905719124146696,51.36795971171171,0.04697756756756757
E01000668,11.493,0.08,0.049,5.685,-0.858,19.259,31.968,672,2224.0,302.16,5.714260718943828,51.39175299107143,0.035426159226190475
E01000669,8.753,0.062,0.052,6.486,-1.202,19.408,24.114,353,1749.0,201.83,5.312368189770696,51.39044353824363,0.03761771954674221
E01000670,5.899,0.038,0.028,0.891,-2.043,29.238,15.881,615,1957.0,314.26,5.753397695198396,51.39766014308943,0.01713748943089431
E01000671,10.594,0.068,0.053,3.379,-0.655,29.784,20.578,425,2310.0,183.98,5.220247711126114,51.39530991294117,0.02734172705882353
E01000672,7.586,0.048,0.039,3.583,-0.807,26.161,14.228,365,1686.0,216.49,5.382152872460269,51.41529010410959,0.003182123287671233
E01000673,8.286,0.052,0.044,3.965,-1.099,30.468,15.86,307,1681.0,182.63,5.212922863531088,51.411259351791536,-0.002041465798045603
E01000674,12.232,0.106,0.057,4.842,-0.765,26.147,18.531,413,1704.0,242.37,5.494582919054,51.41018681840194,0.008423225181598064
E01000676,20.773,0.142,0.09,7.182,-0.309,29.897,29.352,3274,2069.0,1316.1433999999997,7.183220579642747,51.40620806872328,0.014430362553451436
E01000677,13.342,0.055,0.033,3.59,-1.256,32.079,31.302,1403,1908.0,735.32,6.601664806847001,51.40352219672131,0.012751520313613684
E01000678,8.932,0.056,0.047,3.506,-1.183,31.369,20.554,278,1853.0,150.03,5.01747849257825,51.398864964028775,0.024200694244604318
E01000679,8.841,0.049,0.042,5.647,-0.876,20.543,31.397,318,1751.0,181.61,5.207352731173943,51.39704480188679,0.033003889937106914
E01000680,9.169,0.039,0.034,6.699,-1.287,37.116,15.369,301,1687.0,178.42,5.189729426131137,51.346824405315616,0.11978987375415283
E01000681,2.655,0.014,0.019,4.971,-1.722,17.293,9.747,87,1728.0,50.35,3.9386649363745674,51.3670158275862,0.08772568965517241
E01000682,4.327,0.029,0.03,4.49,-0.837,19.226,13.32,663,1589.0,417.24,6.036055430435857,51.36092861387632,0.08765676018099548
E01000683,12.312,0.077,0.076,7.182,-0.725,30.164,18.692,290,1730.0,167.63,5.127706965682093,51.363825962068965,0.09032389310344828
E01000684,3.543,0.022,0.027,2.82,-1.699,25.053,8.39,132,2161.0,61.08,4.128423875874963,51.36027658333333,0.09793678787878789
E01000685,12.631,0.096,0.08,14.175,-0.54,18.592,9.988,172,1639.0,104.94,4.66287289611638,51.358107843023255,0.10612459302325582
E01000686,7.29,0.07,0.043,4.859,-1.376,22.926,13.504,190,1509.0,125.91,4.843478173822073,51.35688555263158,0.09110373157894738
