lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01024796,18.484,0.101,0.086,12.576,-0.437,18.121,10.603,2,1353.0,1.48,0.9082585601768908,51.122237,0.25094249999999996
E01024798,12.371,0.068,0.042,12.811,-0.905,28.984,33.089,3,2405.0,1.25,0.8109302162163288,51.178764,0.35052633333333333
E01024799,6.012,0.046,0.062,1.378,-0.974,14.937,12.327,1,2151.0,0.46,0.3784364357202451,51.141115,0.25954
E01024804,16.514,0.056,0.033,1.937,-1.337,42.739,60.229,1,1448.0,0.69,0.5247285289349821,51.072052,0.424281
E01024812,15.584,0.065,0.077,17.95,-0.208,34.827,16.797,2,1473.0,1.36,0.8586616190375187,51.179561,0.41105
E01024816,10.948,0.068,0.057,13.071,-0.932,31.289,2.745,4,1678.0,2.38,1.2178757094949273,51.17060475,0.39288425
E01024818,5.874,0.038,0.032,1.706,-1.262,34.443,2.325,1,1784.0,0.56,0.44468582126144574,51.115597,0.264796
E01024819,5.172,0.053,0.043,0.889,-1.405,12.555,21.218,1,1605.0,0.62,0.4824261492442927,51.127972,0.261099
E01024821,6.714,0.07,0.048,2.942,-1.011,15.761,10.968,1,2018.0,0.5,0.4054651081081644,51.131061,0.274814
E01024823,5.291,0.047,0.036,1.535,-1.472,12.451,20.304,2,1912.0,1.05,0.7178397931503169,51.134954500000006,0.26789450000000004
E01024828,10.58,0.073,0.066,12.96,-0.503,23.45,8.152,3,1508.0,1.99,1.095273387402595,51.141505333333335,0.326601
E01024831,22.029,0.133,0.098,30.59,-0.579,28.964,21.451,2,1350.0,1.48,0.9082585601768908,51.1349045,0.23874499999999999
E01024833,16.487,0.115,0.081,17.592,0.08,15.823,23.174,3,2597.0,1.16,0.7701082216960736,51.13806966666667,0.2678446666666667
E01024835,5.172,0.041,0.034,1.413,-0.845,16.161,21.669,1,2122.0,0.47,0.3852624007906449,51.146748,0.271897
E01024836,16.53,0.115,0.078,21.009,-0.308,18.094,27.331,2,1681.0,1.19,0.7839015438284094,51.148193,0.272497
E01024838,2.163,0.024,0.02,1.432,-1.583,12.295,11.858,1,1764.0,0.57,0.4510756193602166,51.145413,0.260951
E01024840,36.079,0.222,0.164,66.22,-0.143,27.728,13.648,1,1857.0,0.54,0.43178241642553783,51.150201,0.282991
E01024841,23.225,0.153,0.133,30.803,0.217,18.411,6.338,1,1981.0,0.5,0.4054651081081644,51.144312,0.286575
E01024843,24.767,0.148,0.125,42.594,0.144,23.32,13.268,1,1396.0,0.72,0.5423242908253617,51.155117,0.280889
E01024848,14.5,0.124,0.091,5.026,-0.214,15.488,7.917,2,1383.0,1.45,0.8960880245566356,51.158529,0.260333
E01024850,4.09,0.015,0.018,1.118,-1.301,26.044,5.069,1,1345.0,0.74,0.5538851132264376,51.165868,0.249091
E01024858,83.799,0.476,0.353,68.878,2.37,10.901,67.223,2,1820.0,1.1,0.7419373447293773,53.791416,-2.2339915
E01024868,13.91,0.06,0.068,10.356,0.623,16.299,25.928,1,1164.0,0.86,0.6205764877251099,53.789017,-2.190575
E01024872,62.741,0.355,0.284,65.362,1.857,11.129,17.138,1,1622.0,0.62,0.4824261492442927,53.782228,-2.263192
E01024877,72.339,0.425,0.275,62.006,1.781,15.813,67.122,2,2085.0,0.96,0.6729444732424258,53.7930535,-2.2442625
E01024882,45.528,0.229,0.18,42.354,1.139,5.437,57.951,1,1459.0,0.69,0.5247285289349821,53.790844,-2.268726
E01024897,35.33,0.176,0.121,19.849,1.866,11.831,40.66,2,1579.0,1.27,0.8197798314933114,53.809657,-2.233911
E01024906,77.026,0.369,0.307,78.036,2.182,9.75,66.58,1,2225.0,0.45,0.37156355643248307,53.783525,-2.235913
E01024909,60.059,0.312,0.266,45.031,1.661,10.339,45.189,1,1692.0,0.59,0.4637340162321401,53.789507,-2.250958
E01024925,44.71,0.262,0.212,53.527,1.177,7.619,30.876,1,1693.0,0.59,0.4637340162321401,53.653874,-2.626845
E01024940,39.494,0.2,0.172,32.46,1.349,8.661,48.302,1,1719.0,0.58,0.4574248470388754,53.65149,-2.627143
E01024975,25.816,0.062,0.063,27.517,1.287,41.28,30.217,1,3085.0,0.32,0.2776317365982795,53.664774,-2.750638
E01024988,30.627,0.166,0.174,11.995,0.958,9.726,44.907,1,1572.0,0.64,0.49469624183610705,53.750169,-3.028377
E01024993,11.341,0.061,0.071,3.707,0.217,24.595,13.337,1,1689.0,0.59,0.4637340162321401,53.840034,-2.880563
E01025010,10.991,0.062,0.056,15.365,0.274,13.25,10.448,1,1626.0,0.62,0.4824261492442927,53.779756,-2.882183
E01025037,38.448,0.257,0.188,21.036,1.036,6.978,32.462,1,1584.0,0.63,0.48858001481867097,53.747541,-2.363495
E01025041,67.622,0.358,0.27,65.808,1.998,6.423,57.295,1,1687.0,0.59,0.4637340162321401,53.750612,-2.376215
E01025042,58.91,0.344,0.209,81.486,1.163,5.606,76.317,2,2372.0,0.84,0.6097655716208943,53.749501,-2.374931
E01025057,26.359,0.125,0.112,18.014,0.877,1.389,45.264,1,1656.0,0.6,0.4700036292457356,53.759802,-2.363328
E01025059,35.103,0.229,0.207,25.024,1.143,6.551,23.217,1,1895.0,0.53,0.4252677354043441,53.764227,-2.365096
E01025064,8.214,0.04,0.051,9.186,-0.096,8.203,19.705,1,1555.0,0.64,0.49469624183610705,53.791744,-2.411086
E01025067,57.953,0.292,0.223,41.084,1.908,2.077,68.419,1,1581.0,0.63,0.48858001481867097,53.757958,-2.357655
E01025092,45.307,0.246,0.196,62.826,1.403,25.281,19.062,1,1265.0,0.79,0.5822156198526637,54.059758,-2.788269
E01025093,25.369,0.097,0.08,13.845,0.999,18.228,42.66,1,2311.0,0.43,0.35767444427181594,54.050794,-2.794255
E01025094,29.462,0.159,0.121,19.229,0.455,7.218,48.171,1,1356.0,0.74,0.5538851132264376,54.050707,-2.792466
E01025110,71.554,0.371,0.323,46.717,1.798,13.022,67.434,1,1598.0,0.63,0.48858001481867097,54.064642,-2.87851
E01025113,25.169,0.132,0.104,26.904,0.559,7.838,43.047,2,1574.0,1.27,0.8197798314933114,54.064345,-2.874913
E01025117,79.13,0.423,0.34,68.083,1.923,14.255,64.229,1,1393.0,0.72,0.5423242908253617,54.063228,-2.883797
E01025128,19.207,0.085,0.044,11.766,0.625,5.23,63.754,1,1334.0,0.75,0.5596157879354227,54.046076,-2.788651
E01025138,31.036,0.172,0.128,32.604,0.764,3.309,48.558,2,1398.0,1.43,0.8878912573524571,54.069953,-2.856143
E01025176,17.188,0.09,0.076,10.644,0.294,2.651,48.516,1,2023.0,0.49,0.3987761199573678,53.851861,-2.216323
E01025181,55.054,0.334,0.247,63.539,1.759,12.665,23.835,2,1729.0,1.16,0.7701082216960736,53.842858500000006,-2.207021
E01025184,47.558,0.271,0.186,55.137,1.006,8.138,70.53,1,2143.0,0.47,0.3852624007906449,53.841269,-2.209004
E01025185,44.457,0.276,0.19,46.768,1.165,3.47,56.631,1,2155.0,0.46,0.3784364357202451,53.824287,-2.230294
E01025187,26.326,0.164,0.126,30.192,0.81,8.767,26.004,2,1517.0,1.32,0.8415671856782186,53.824779500000005,-2.2218875
E01025210,33.945,0.143,0.13,45.594,0.874,8.888,55.9,1,1943.0,0.51,0.412109650826833,53.84372,-2.200125
E01025215,48.042,0.264,0.229,47.253,1.155,5.142,53.579,2,1593.0,1.26,0.8153648132841945,53.823536,-2.233024
E01025216,22.425,0.128,0.113,29.769,0.537,14.654,18.121,1,2504.0,0.4,0.33647223662121295,53.835685,-2.194297
E01025217,50.584,0.247,0.2,53.182,1.551,5.772,66.305,1,1691.0,0.59,0.4637340162321401,53.836967,-2.202008
E01025229,46.693,0.281,0.185,50.985,0.933,6.198,73.204,2,2875.0,0.7,0.5306282510621704,53.835668999999996,-2.221831
E01025232,38.187,0.219,0.138,18.857,0.971,5.182,63.564,1,1577.0,0.63,0.48858001481867097,53.767083,-2.726687
E01025246,33.029,0.209,0.128,35.1,0.424,7.73,54.427,1,1788.0,0.56,0.44468582126144574,53.769246,-2.687566
E01025263,37.21,0.219,0.193,34.786,1.666,13.096,9.535,1,1487.0,0.67,0.5128236264286639,53.788798,-2.74294
E01025277,8.889,0.054,0.057,2.871,-0.032,15.368,20.359,1,2771.0,0.36,0.3074846997479606,53.798794,-2.71427
E01025278,4.715,0.028,0.027,2.214,-0.426,19.098,12.787,2,2923.0,0.68,0.5187937934151675,53.804555,-2.619374
E01025288,23.782,0.142,0.111,9.97,1.025,22.579,22.451,1,1757.0,0.57,0.4510756193602166,53.76418,-2.72823
E01025293,60.944,0.343,0.246,60.09,1.556,16.033,48.698,1,2294.0,0.44,0.3646431135879093,53.762993,-2.694867
E01025304,22.352,0.148,0.099,22.675,0.198,14.142,40.761,1,1928.0,0.52,0.41871033485818504,53.755415,-2.682563
E01025306,33.762,0.175,0.131,14.263,1.04,14.076,60.797,1,2057.0,0.49,0.3987761199573678,53.755056,-2.701272
E01025308,28.377,0.136,0.101,19.359,0.605,7.415,52.62,1,1727.0,0.58,0.4574248470388754,53.772559,-2.712914
E01025334,14.347,0.11,0.091,7.187,0.077,10.605,22.095,1,2166.0,0.46,0.3784364357202451,53.866034,-2.385371
E01025358,9.955,0.043,0.05,4.112,-0.656,31.793,24.082,1,2284.0,0.44,0.3646431135879093,53.666903,-2.304335
E01025360,24.963,0.151,0.145,18.717,0.469,17.433,28.079,1,2000.0,0.5,0.4054651081081644,53.666772,-2.170983
E01025368,32.99,0.193,0.166,23.541,0.6,13.449,30.817,1,1763.0,0.57,0.4510756193602166,53.708761,-2.202104
E01025400,13.409,0.073,0.082,8.873,0.211,24.824,9.633,1,2218.0,0.45,0.37156355643248307,53.728478,-2.643476
E01025407,27.611,0.16,0.116,28.74,0.643,4.713,46.12,1,1884.0,0.53,0.4252677354043441,53.731301,-2.663118
E01025422,23.586,0.135,0.094,26.59,0.645,4.787,34.098,1,1426.0,0.7,0.5306282510621704,53.695353,-2.703263
E01025429,31.371,0.236,0.161,33.509,0.846,8.494,8.138,1,1344.0,0.74,0.5538851132264376,53.731966,-2.722185
E01025455,7.352,0.054,0.055,7.078,-0.129,9.347,13.878,1,1601.0,0.62,0.4824261492442927,53.72346,-2.763338
E01025471,37.213,0.289,0.202,37.263,0.716,18.486,4.051,1,1489.0,0.67,0.5128236264286639,53.557437,-2.77135
E01025487,12.1,0.074,0.078,13.032,0.129,11.351,16.192,1,1880.0,0.53,0.4252677354043441,53.597109,-2.863852
E01025510,2.859,0.027,0.037,0.811,-0.587,9.666,8.623,1,1294.0,0.77,0.5709795465857378,53.588961,-2.757074
E01025517,22.618,0.156,0.13,25.17,0.491,12.871,10.336,1,2429.0,0.41,0.3435897043900769,53.578485,-2.885931
E01025530,5.13,0.045,0.055,4.451,-0.58,10.73,8.913,1,1709.0,0.59,0.4637340162321401,53.694451,-2.841612
E01025587,22.376,0.14,0.14,18.519,0.766,22.589,5.819,1,1687.0,0.59,0.4637340162321401,53.935896,-2.962094
E01025595,8.572,0.048,0.065,5.538,0.167,17.531,7.703,1,1456.0,0.69,0.5247285289349821,53.869191,-2.992347
E01025610,18.376,0.123,0.093,30.035,-0.141,3.361,16.779,1,1623.0,0.62,0.4824261492442927,52.572353,-1.161717
E01025622,10.825,0.079,0.059,12.984,-0.55,6.89,14.549,1,1695.0,0.59,0.4637340162321401,52.646304,-1.203418
E01025624,5.234,0.038,0.032,9.707,-1.185,16.38,4.225,1,2556.0,0.39,0.3293037471426004,52.645004,-1.213299
E01025627,14.898,0.081,0.077,20.771,-0.449,28.209,17.569,6,2507.0,2.39,1.220829921392359,52.598183,-1.1790856666666667
E01025631,8.86,0.05,0.042,18.429,-0.442,20.285,11.709,1,1558.0,0.64,0.49469624183610705,52.619873,-1.211313
E01025632,4.176,0.026,0.016,5.888,-1.255,26.622,3.546,1,1389.0,0.72,0.5423242908253617,52.618183,-1.223588
E01025633,11.238,0.054,0.053,13.406,-0.699,2.53,23.545,2,1863.0,1.07,0.7275486072772778,52.622331,-1.2058915
E01025635,11.804,0.061,0.07,20.273,-0.41,13.314,22.483,1,1227.0,0.81,0.5933268452777344,52.624854,-1.216852
E01025637,10.39,0.077,0.064,15.998,-0.65,5.874,16.777,1,1399.0,0.71,0.5364933705145685,52.60418,-1.17623
E01025641,5.811,0.051,0.032,9.452,-0.952,16.714,13.001,1,1930.0,0.52,0.41871033485818504,52.567363,-1.203358
E01025690,13.587,0.074,0.035,47.918,-0.069,16.447,12.036,1,4211.0,0.24,0.2151113796169455,52.765094,-1.238704
E01025698,8.357,0.064,0.051,17.784,-0.727,12.736,7.551,1,1510.0,0.66,0.5068176023684519,52.773505,-1.245183
E01025699,62.516,0.38,0.307,35.697,1.633,21.234,15.173,1,1637.0,0.61,0.4762341789963716,52.770336,-1.200504
E01025703,24.742,0.133,0.087,11.549,0.35,18.911,42.813,1,2140.0,0.47,0.3852624007906449,52.774685,-1.208326
E01025704,15.255,0.094,0.072,18.678,-0.044,22.644,24.379,2,1732.0,1.15,0.7654678421395714,52.780414,-1.220957
E01025705,30.145,0.203,0.104,23.9,0.913,15.581,45.34,1,1559.0,0.64,0.49469624183610705,52.779659,-1.198035
E01025716,20.176,0.149,0.102,25.737,0.049,8.129,23.721,1,1554.0,0.64,0.49469624183610705,52.756131,-1.212426
E01025720,11.868,0.041,0.027,13.698,-0.131,23.302,18.455,1,2580.0,0.39,0.3293037471426004,52.77286,-1.209619
E01025723,15.487,0.077,0.043,22.713,0.212,23.069,22.224,3,2407.0,1.25,0.8109302162163288,52.77384433333334,-1.2217650000000002
E01025738,7.059,0.018,0.021,1.794,-1.379,35.969,9.758,1,1520.0,0.66,0.5068176023684519,52.691768,-1.181226
E01025767,12.737,0.066,0.066,26.859,-0.37,18.102,16.671,1,1563.0,0.64,0.49469624183610705,52.676554,-1.083715
E01025779,6.612,0.05,0.052,18.58,-0.864,6.013,3.943,1,1490.0,0.67,0.5128236264286639,52.532391,-1.047534
E01025781,7.257,0.041,0.038,5.18,-1.553,33.203,11.215,1,1730.0,0.58,0.4574248470388754,52.576152,-1.042631
E01025782,5.643,0.057,0.051,13.41,-0.913,5.614,4.662,1,1372.0,0.73,0.5481214085096876,52.574406,-1.030259
E01025788,14.386,0.052,0.047,5.758,-0.436,41.466,35.683,1,1443.0,0.69,0.5247285289349821,52.52723,-1.038491
E01025789,25.046,0.16,0.088,26.347,0.641,35.264,10.816,2,2205.0,0.91,0.6471032420585384,52.492561,-0.9514199999999999
E01025790,3.806,0.026,0.022,5.969,-1.544,26.485,0.52,1,2688.0,0.37,0.31481073984003355,52.45773,-1.214418
E01025795,9.872,0.064,0.069,20.688,-0.698,11.615,10.142,1,1902.0,0.53,0.4252677354043441,52.478316,-0.919968
E01025797,2.477,0.034,0.031,6.963,-1.49,9.368,4.981,1,2184.0,0.46,0.3784364357202451,52.493539,-0.914278
E01025801,13.153,0.086,0.06,15.892,-0.394,4.001,27.539,2,1251.0,1.6,0.9555114450274363,52.478456,-0.9229685000000001
E01025802,4.527,0.038,0.046,6.749,-0.915,15.815,2.586,1,1311.0,0.76,0.5653138090500605,52.480378,-0.93214
E01025806,26.823,0.182,0.137,44.914,0.044,13.058,8.387,1,1566.0,0.64,0.49469624183610705,52.472093,-0.922756
E01025810,10.211,0.032,0.026,8.627,-1.802,44.164,22.961,1,2341.0,0.43,0.35767444427181594,52.473414,-1.13882
E01025814,2.201,0.038,0.036,2.756,-1.473,5.886,2.416,1,1736.0,0.58,0.4574248470388754,52.62696,-0.996566
E01025815,15.665,0.039,0.027,7.084,-1.726,47.314,52.117,2,2269.0,0.88,0.6312717768418579,52.6534685,-0.884602
E01025816,6.802,0.055,0.052,10.296,-0.965,15.858,14.194,1,2664.0,0.38,0.3220834991691133,52.47024,-1.241224
E01025837,8.14,0.031,0.03,4.864,-1.518,35.385,21.729,1,2261.0,0.44,0.3646431135879093,52.626255,-1.421704
E01025839,8.903,0.072,0.047,16.734,-0.701,7.959,10.964,1,1671.0,0.6,0.4700036292457356,52.572039,-1.31894
E01025894,26.304,0.159,0.132,25.468,0.298,17.295,20.353,1,1671.0,0.6,0.4700036292457356,52.754416,-0.874792
